data,pattern,vertex_count,edge_count,diameter,girth,radius,avg_path_length,avg_eigenvector_centrality,max_eigenvector_centrality,min_eigenvector_centrality,avg_eccentricity,max_eccentricity,min_eccentricity,is_bipartite,is_connected,density,avg_degree,max_degree,min_degree,edge_connectivity,vertex_connectivity,label_count,label_max,label_min,label_mean,label_std
test,query_dense_16_121,16,80,4,3,2.0,1.917,0.586,1.0,0.024,3.312,4.0,2.0,False,True,0.667,10.0,18,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_165,16,48,11,3,6.0,4.192,0.373,1.0,0.0,8.688,11.0,6.0,False,True,0.4,6.0,12,2,2,1,11,4,1,1.455,0.934
test,query_dense_16_12,16,52,6,3,3.0,2.642,0.446,1.0,0.009,4.875,6.0,3.0,False,True,0.433,6.5,12,2,2,1,11,3,1,1.455,0.82
test,query_dense_16_15,16,50,5,3,3.0,2.55,0.417,1.0,0.022,4.188,5.0,3.0,False,True,0.417,6.25,12,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_84,16,50,5,3,3.0,2.45,0.464,1.0,0.052,4.0,5.0,3.0,False,True,0.417,6.25,12,2,2,1,15,2,1,1.067,0.258
test,query_dense_16_185,16,52,9,3,5.0,3.383,0.459,1.0,0.0,7.125,9.0,5.0,False,True,0.433,6.5,12,2,2,1,15,2,1,1.067,0.258
test,query_dense_16_92,16,50,5,3,3.0,2.442,0.471,1.0,0.109,4.125,5.0,3.0,False,True,0.417,6.25,10,2,2,1,12,3,1,1.333,0.651
test,query_dense_16_132,16,76,4,3,2.0,1.925,0.496,1.0,0.066,3.188,4.0,2.0,False,True,0.633,9.5,22,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_90,16,48,7,3,4.0,2.883,0.44,1.0,0.003,5.625,7.0,4.0,False,True,0.4,6.0,12,2,2,1,10,5,1,1.6,1.265
test,query_dense_16_150,16,48,6,3,3.0,3.042,0.332,1.0,0.002,5.188,6.0,3.0,False,True,0.4,6.0,16,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_72,16,58,4,3,3.0,2.258,0.51,1.0,0.047,3.5,4.0,3.0,False,True,0.483,7.25,16,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_179,16,68,4,3,2.0,1.942,0.476,1.0,0.074,3.188,4.0,2.0,False,True,0.567,8.5,22,4,4,1,11,3,1,1.455,0.82
test,query_dense_16_171,16,50,7,3,4.0,3.017,0.421,1.0,0.003,5.688,7.0,4.0,False,True,0.417,6.25,12,2,2,1,12,2,1,1.333,0.492
test,query_dense_16_159,16,50,6,3,4.0,2.867,0.379,1.0,0.009,5.0,6.0,4.0,False,True,0.417,6.25,12,4,4,2,14,2,1,1.143,0.363
test,query_dense_16_136,16,54,7,3,4.0,3.092,0.375,1.0,0.001,5.75,7.0,4.0,False,True,0.45,6.75,16,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_192,16,66,4,3,3.0,2.05,0.464,1.0,0.074,3.438,4.0,3.0,False,True,0.55,8.25,18,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_120,16,48,7,3,4.0,2.817,0.405,1.0,0.014,5.25,7.0,4.0,False,True,0.4,6.0,12,2,2,1,9,3,1,1.778,0.833
test,query_dense_16_57,16,48,9,3,5.0,3.342,0.4,1.0,0.0,7.0,9.0,5.0,False,True,0.4,6.0,14,2,2,1,12,3,1,1.333,0.651
test,query_dense_16_129,16,56,4,3,3.0,2.158,0.485,1.0,0.132,3.5,4.0,3.0,False,True,0.467,7.0,14,2,2,1,12,3,1,1.333,0.651
test,query_dense_16_193,16,60,4,3,3.0,2.267,0.516,1.0,0.047,3.625,4.0,3.0,False,True,0.5,7.5,12,4,4,2,11,3,1,1.455,0.688
test,query_dense_16_138,16,58,5,3,3.0,2.258,0.444,1.0,0.03,3.875,5.0,3.0,False,True,0.483,7.25,16,2,2,1,12,4,1,1.333,0.888
test,query_dense_16_76,16,50,6,3,3.0,2.592,0.368,1.0,0.027,4.625,6.0,3.0,False,True,0.417,6.25,16,4,4,2,11,3,1,1.455,0.82
test,query_dense_16_164,16,50,4,3,3.0,2.275,0.499,1.0,0.215,3.625,4.0,3.0,False,True,0.417,6.25,12,2,2,1,11,2,1,1.455,0.522
test,query_dense_16_173,16,50,6,3,3.0,2.542,0.494,1.0,0.054,4.438,6.0,3.0,False,True,0.417,6.25,12,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_176,16,50,7,3,4.0,3.108,0.369,1.0,0.002,5.688,7.0,4.0,False,True,0.417,6.25,12,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_174,16,56,5,3,3.0,2.283,0.466,1.0,0.027,3.812,5.0,3.0,False,True,0.467,7.0,14,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_119,16,50,5,3,3.0,2.408,0.423,1.0,0.067,3.938,5.0,3.0,False,True,0.417,6.25,12,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_7,16,48,9,3,5.0,3.533,0.386,1.0,0.0,7.25,9.0,5.0,False,True,0.4,6.0,12,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_190,16,48,7,3,4.0,2.717,0.473,1.0,0.02,5.188,7.0,4.0,False,True,0.4,6.0,10,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_29,16,48,9,3,5.0,3.367,0.409,1.0,0.001,7.062,9.0,5.0,False,True,0.4,6.0,14,2,2,1,12,2,1,1.333,0.492
test,query_dense_16_118,16,54,8,3,4.0,3.275,0.447,1.0,0.0,6.688,8.0,4.0,False,True,0.45,6.75,12,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_66,16,48,9,3,5.0,3.625,0.407,1.0,0.003,7.125,9.0,5.0,False,True,0.4,6.0,10,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_27,16,52,5,3,3.0,2.458,0.458,1.0,0.026,4.0,5.0,3.0,False,True,0.433,6.5,12,2,2,1,10,4,1,1.6,1.075
test,query_dense_16_196,16,48,5,3,3.0,2.333,0.431,1.0,0.16,3.688,5.0,3.0,False,True,0.4,6.0,14,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_154,16,50,8,3,4.0,3.192,0.372,1.0,0.001,6.188,8.0,4.0,False,True,0.417,6.25,12,2,2,1,11,4,1,1.455,0.934
test,query_dense_16_181,16,48,9,3,5.0,3.608,0.415,1.0,0.0,7.188,9.0,5.0,False,True,0.4,6.0,10,2,2,1,9,6,1,1.778,1.641
test,query_dense_16_62,16,56,6,3,3.0,2.425,0.46,1.0,0.009,4.688,6.0,3.0,False,True,0.467,7.0,16,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_26,16,50,7,3,4.0,2.867,0.415,1.0,0.001,5.75,7.0,4.0,False,True,0.417,6.25,12,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_183,16,50,10,3,5.0,4.058,0.388,1.0,0.0,8.188,10.0,5.0,False,True,0.417,6.25,12,2,2,1,8,6,1,2.0,1.69
test,query_dense_16_74,16,48,5,3,3.0,2.558,0.403,1.0,0.031,4.062,5.0,3.0,False,True,0.4,6.0,14,2,2,1,11,2,1,1.455,0.522
test,query_dense_16_54,16,62,8,3,4.0,2.85,0.439,1.0,0.0,6.062,8.0,4.0,False,True,0.517,7.75,18,2,2,1,11,4,1,1.455,0.934
test,query_dense_16_149,16,66,4,3,2.0,1.975,0.515,1.0,0.114,3.0,4.0,2.0,False,True,0.55,8.25,16,4,4,2,13,3,1,1.231,0.599
test,query_dense_16_113,16,68,7,3,4.0,2.908,0.474,1.0,0.0,6.0,7.0,4.0,False,True,0.567,8.5,16,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_59,16,48,7,3,4.0,3.058,0.438,1.0,0.001,6.062,7.0,4.0,False,True,0.4,6.0,12,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_87,16,56,7,3,4.0,2.925,0.517,1.0,0.001,5.938,7.0,4.0,False,True,0.467,7.0,14,2,2,1,8,5,1,2.0,1.604
test,query_dense_16_162,16,62,6,3,3.0,2.475,0.494,1.0,0.007,4.562,6.0,3.0,False,True,0.517,7.75,16,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_123,16,56,8,3,4.0,3.25,0.486,1.0,0.0,6.688,8.0,4.0,False,True,0.467,7.0,12,2,2,1,12,2,1,1.333,0.492
test,query_dense_16_50,16,52,5,3,3.0,2.233,0.453,1.0,0.134,3.688,5.0,3.0,False,True,0.433,6.5,14,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_98,16,54,7,3,4.0,2.942,0.42,1.0,0.0,5.688,7.0,4.0,False,True,0.45,6.75,14,2,2,1,15,2,1,1.067,0.258
test,query_dense_16_114,16,54,7,3,4.0,2.833,0.427,1.0,0.003,5.438,7.0,4.0,False,True,0.45,6.75,12,2,2,1,10,4,1,1.6,1.075
test,query_dense_16_16,16,56,5,3,3.0,2.375,0.501,1.0,0.07,4.0,5.0,3.0,False,True,0.467,7.0,12,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_111,16,56,7,3,4.0,2.975,0.404,1.0,0.0,6.0,7.0,4.0,False,True,0.467,7.0,16,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_22,16,54,10,3,5.0,4.008,0.417,1.0,0.0,8.188,10.0,5.0,False,True,0.45,6.75,12,2,2,1,10,4,1,1.6,1.075
test,query_dense_16_124,16,48,8,3,4.0,3.208,0.43,1.0,0.001,6.438,8.0,4.0,False,True,0.4,6.0,12,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_194,16,66,7,3,4.0,2.967,0.465,1.0,0.0,5.75,7.0,4.0,False,True,0.55,8.25,14,2,2,1,9,5,1,1.778,1.394
test,query_dense_16_195,16,48,7,3,4.0,2.933,0.471,1.0,0.002,5.875,7.0,4.0,False,True,0.4,6.0,12,2,2,1,12,3,1,1.333,0.651
test,query_dense_16_39,16,48,5,3,3.0,2.5,0.488,1.0,0.085,4.25,5.0,3.0,False,True,0.4,6.0,10,4,4,2,12,2,1,1.333,0.492
test,query_dense_16_141,16,52,7,3,4.0,2.667,0.463,1.0,0.023,5.062,7.0,4.0,False,True,0.433,6.5,12,2,2,1,11,3,1,1.455,0.688
test,query_dense_16_140,16,52,5,3,4.0,2.742,0.374,1.0,0.007,4.625,5.0,4.0,False,True,0.433,6.5,14,2,2,1,13,2,1,1.231,0.439
test,query_dense_16_9,16,48,5,3,4.0,2.675,0.403,1.0,0.015,4.562,5.0,4.0,False,True,0.4,6.0,12,2,2,1,11,4,1,1.455,0.934
test,query_dense_16_5,16,48,11,3,6.0,4.017,0.377,1.0,0.0,8.5,11.0,6.0,False,True,0.4,6.0,12,2,2,1,12,4,1,1.333,0.888
test,query_dense_16_97,16,48,8,3,4.0,3.125,0.4,1.0,0.001,6.25,8.0,4.0,False,True,0.4,6.0,14,2,2,1,11,3,1,1.455,0.82
test,query_dense_16_69,16,48,6,3,3.0,2.533,0.471,1.0,0.075,4.5,6.0,3.0,False,True,0.4,6.0,12,2,2,1,11,4,1,1.455,1.036
test,query_dense_16_128,16,48,5,3,3.0,2.325,0.443,1.0,0.067,3.75,5.0,3.0,False,True,0.4,6.0,12,2,2,1,12,2,1,1.333,0.492
test,query_dense_16_110,16,54,5,3,3.0,2.325,0.466,1.0,0.058,4.0,5.0,3.0,False,True,0.45,6.75,14,2,2,1,13,3,1,1.231,0.599
test,query_dense_16_23,16,52,6,3,3.0,2.517,0.421,1.0,0.055,4.438,6.0,3.0,False,True,0.433,6.5,14,4,4,1,13,3,1,1.231,0.599
test,query_dense_16_100,16,50,6,3,3.0,2.617,0.415,1.0,0.035,4.438,6.0,3.0,False,True,0.417,6.25,12,2,2,1,14,3,1,1.143,0.535
test,query_dense_16_175,16,52,7,3,4.0,2.933,0.406,1.0,0.001,5.875,7.0,4.0,False,True,0.433,6.5,14,2,2,1,14,2,1,1.143,0.363
test,query_dense_16_11,16,54,5,3,3.0,2.433,0.451,1.0,0.014,4.188,5.0,3.0,False,True,0.45,6.75,16,2,2,1,11,5,1,1.455,1.214
test,query_dense_16_35,16,48,7,3,4.0,2.583,0.412,1.0,0.023,4.875,7.0,4.0,False,True,0.4,6.0,14,2,2,1,13,3,1,1.231,0.599
